緯度,経度,郵便番号,都道府県,市区町村,町名,丁目,番,号,マンション名
35.7547558,139.3251126,205-0023,東京都,羽村市,神明台,2丁目,7,7,パークアベニュー羽村
35.7313218,139.7581727,113-0022,東京都,文京区,千駄木,4丁目,11,4,パークウェル千駄木弐番館
35.6966344,139.7779446,,東京都,,,3丁目,11,2,パークウェル神田イースト
35.6747216,139.8262537,,東京都,,,,,,パークオアシス東陽町・親水公園
35.6321942,139.7115451,1530064,東京都,,,,,,パークキューブ目黒タワー
35.718852,139.6132392,,東京都,,,,,,パークコージコート
35.6209447,139.6000619,,東京都,,,,,,パークコート
35.6910778,139.740843,,東京都,千代田区,三番町,20丁目,1,,パークコート三番町ヒルトップレジデンス
35.666719,139.7265994,,東京都,港区,南青山,1丁目,26,13,パークコート乃木坂ザタワー
35.6983142,139.7429854,,東京都,,,,,,パークコート千代田富士見ザ タワー
35.7007228,139.7589162,,東京都,千代田区,神田駿河台,2丁目,9,33,パークコート千代田駿河台ヒルトップレジデンス
35.589502,139.7271475,,東京都,,,,,,パークコート山王二丁目
35.7103985,139.7526257,,東京都,文京区,,小石川一丁目,5,1,パークコート文京小石川ザタワー
35.6944422,139.6112282,,東京都,,,,,,パークコート杉並宮前
35.6595666,139.7573228,,東京都,港区,浜松町,1丁目,3,2,パークコート浜離宮ザ・タワー
35.6641797,139.6977832,,東京都,渋谷区,宇田川町,１丁目,12,,パークコート渋谷ザ・タワー
35.6384215,139.7165749,,東京都,,,,,,パークコート白金長者丸
35.6724915,139.7067687,,東京都,,,,,,パークコート神宮前
35.6799983,139.7051102,,東京都,渋谷区,千駄ヶ谷,4丁目,6,15,パークコート神宮北参道ザタワー
35.5487312,139.7445697,144-0043,東京都,大田区,,羽田三丁目,1,2,パークコート羽田
35.6733879,139.7313733,,東京都,,,,,,パークコート赤坂ザタワー
35.6680008,139.729857,107-0052,東京都,港区,赤坂,9丁目,313,,パークコート赤坂檜町ザタワー
35.5941514,139.7102447,,東京都,,,,,,パークコート馬込
35.6389447,139.7373296,,東京都,,,,,,パークコート高輪 ヒルトップレジデンス
35.7168251,139.7864915,,東京都,,松が谷,3丁目,22,2,パークサイド
35.6974633,139.5697798,,東京都,,,,,,パークサイド いずみ
35.70071,139.580983,,東京都,,,,,,パークサイドコンフォート
35.703533,139.6108472,,東京都,,,,,,パークサイドテラス
35.6233265,139.5824088,,東京都,,,,,,パークサイドテラスM
35.6805594,139.6152832,,東京都,,,,,,パークサイドテラス高井戸
35.7010176,139.6240184,,東京都,,,,,,パークサイドハイツ
35.6829629,139.519241,,東京都,,,,,,パークサイドハイツ
35.707584,139.6484916,,東京都,,,,,,パークサイドハイツ
35.7533984,139.7444727,,東京都,,,,,,パークサイドハイツ王子
35.7653262,139.3119709,,東京都,,,,,,パークサイドパレス
35.6853217,139.5611056,,東京都,,,,,,パークサイドフレア
35.7391879,139.7952963,,東京都,,南千住,6丁目,68,,パークサイドマンション
35.6980154,139.6199472,,東京都,,,,,,パークサイドメゾン
35.7540036,139.3230414,205-0023,東京都,羽村市,,神明台一丁目,37,4,パークサイドヴィラージュ
35.6878795,139.6081404,,東京都,,,,,,パークサイド久我山
35.5107641,139.4696856,,東京都,,,,,,パークサイド南町田
35.7355321,139.7488236,,東京都,,,,,,パークサイド木下
35.6768869,139.8067218,,東京都,,,,,,パークサイド木場公園
35.7400606,139.7435727,,東京都,,,,,,パークサイド横山
35.7729674,139.3107549,,東京都,,,,,,パークサイド武蔵野
35.6008232,139.6936322,,東京都,,,,,,パークサイド洗足池
35.7069995,139.7666714,,東京都,文京区,湯島,2丁目,31,,パークサイド湯島台
35.7327326,139.5293179,,東京都,,,,,,パークサイド田無
35.5437619,139.4537745,,東京都,,,,,,パークサイド町田
35.7695783,139.6422463,179-0073,東京都,練馬区,田柄,2丁目,42,21,パークサイド赤塚
35.7770693,139.724783,,東京都,,,,,,パークサイド赤羽
35.7503727,139.7371083,,東京都,,,,,,パークサイド飛鳥山
35.7896398,139.2778479,198-0042,東京都,青梅市,東青梅,3丁目,22,1,パークサイドＭ
35.6926355,139.7040242,160-0022,東京都,新宿区,新宿,3丁目,15,16,パークシティイセタン４
35.7006857,139.5830725,180-0003,東京都,武蔵野市,,吉祥寺南町一丁目,30,1,パークシティヴィラ吉祥寺
35.6848395,139.5727402,,東京都,,,,,,パークシティー牟礼南
35.6713042,139.7806855,,東京都,中央区,湊,2丁目,15,14,パークシティ中央湊ザタワー
35.7062685,139.6609961,164-0001,東京都,中野区,中野,4丁目,15,,パークシティ中野 ザ タワー エアーズ
35.7060878,139.6599221,164-0001,東京都,中野区,中野,4丁目,16,,パークシティ中野 ザ タワー ブリーズ
35.6224916,139.7317485,141-0001,東京都,品川区,,北品川五丁目,568,,パークシティ大崎ザタワー
35.6213737,139.7298558,,東京都,,,,,,パークシティ大崎ザレジデンス
35.6201877,139.7049224,,東京都,品川区,小山,3丁目,15,2,パークシティ武蔵小山 ザ タワー
35.6827102,139.5868886,,東京都,,,,,,パークジャパン北烏山第１
35.6879243,139.633405,,東京都,,,,,,パークスポット
35.5718251,139.7079069,,東京都,,,,,,パークス池上
35.7686302,139.7448526,,東京都,足立区,新田,3丁目,21,,パークソフィア楓
35.7685237,139.7448339,,東京都,足立区,新田,3丁目,21,,パークソフィア楓
35.6242349,139.7272568,,東京都,,,,,,パークタワーグランスカイ
35.6561729,139.7761686,,東京都,中央区,勝どき,4丁目,6,1,パークタワー勝どきサウス
35.6568136,139.7774884,,東京都,中央区,勝どき,4丁目,6,2,パークタワー勝どきミッド
35.6226953,139.7292223,,東京都,,,,,,パークタワー東京サウス
35.6451193,139.8026305,135-0062,東京都,江東区,,東雲1丁目,9,4,パークタワー東雲
35.6868648,139.6848809,,東京都,,,,,,パークタワー渋谷本町
35.7453563,139.7262692,,東京都,,,,,,パークタワー滝野川
35.6962138,139.6920274,,東京都,,,,,,パークタワー西新宿エムズポート
35.6946511,139.8115595,130-0022,東京都,墨田区,,江東橋二丁目,9,5,パークタワー錦糸町
35.6457784,139.7042599,,東京都,,,,,,パークナード恵比寿
35.6787016,139.6793308,,東京都,,,,,,パークハイツ
35.7320403,139.7150606,,東京都,,,,,,パークハイツ
35.6499689,139.4065391,,東京都,,,,,,パークハイツ多摩
35.6202463,139.7270866,,東京都,品川区,,大崎三丁目,6,7,パークハイツ大崎
35.6357085,139.6912539,,東京都,,,,,,パークハイツ昭和
35.6886303,139.6333528,,東京都,,,,,,パークハイツ杉並
35.6887515,139.6335496,,東京都,,,,,,パークハイツ杉並
35.7674249,139.6426945,,東京都,,,,,,パークハイツ田柄
35.6362393,139.6141546,,東京都,,,,,,パークハイツ祖師谷
35.7309401,139.6993033,,東京都,,,,,,パークハイツ西池
35.704904,139.6029158,,東京都,,,,,,パークハイツ西荻窪
35.7647773,139.642427,,東京都,,,,,,パークハイム
35.5871657,139.7018918,,東京都,,,,,,パークハイム 西馬込
35.557933,139.7383818,,東京都,,,,,,パークハイムC
35.6667569,139.8584057,,東京都,,,,,,パークハイムタナカ
35.6860275,139.5674644,,東京都,,,,,,パークハイム三鷹
35.6662746,139.6046096,,東京都,,,,,,パークハイム千歳烏山
35.7216577,139.6165995,,東京都,,,,,,パークハイム杉並
35.590515,139.6911114,,東京都,,,,,,パークハイム東雪谷
35.5998748,139.6849854,,東京都,,,,,,パークハイム石川台
35.6732658,139.6231332,,東京都,,,,,,パークハイム石橋
35.7018042,139.6185644,,東京都,,,,,,パークハイム荻窪南
35.6182359,139.7463853,,東京都,,,,,,パークハウス36
35.7054976,139.7791882,,東京都,台東区,台東,3丁目,35,,パークハウスTakecho
35.62139,139.7246416,,東京都,,,,,,パークハウスオータワー
35.6210477,139.7245449,,東京都,,,,,,パークハウスオータワーレジデンス棟
35.7399298,139.7315251,,東京都,,,,,,パークハウスサンセジュール
35.7601832,139.4653457,189,東京都,東村山市,野口町,,,,パークハウスワンズタワー
35.6491942,139.6657616,,東京都,,,,,,パークハウス三軒茶屋
35.7352957,139.6437911,,東京都,,,,,,パークハウス中村橋コルニエ
35.6514035,139.7001141,,東京都,,,,,,パークハウス代官山テラス
35.5725615,139.676561,,東京都,,,,,,パークハウス多摩川 北参番館
35.5725672,139.677029,,東京都,,,,,,パークハウス多摩川 北四番館
35.5731843,139.6767534,,東京都,,,,,,パークハウス多摩川 北壱番館
35.5731343,139.6762971,,東京都,,,,,,パークハウス多摩川 北弐番館
35.5711168,139.6778989,,東京都,,,,,,パークハウス多摩川 南五番館
35.5713761,139.6771438,,東京都,,,,,,パークハウス多摩川 南参番館
35.5709204,139.6773377,,東京都,,,,,,パークハウス多摩川 南四番館
35.5718425,139.6775433,,東京都,,,,,,パークハウス多摩川 南壱番館
35.5718888,139.6768956,,東京都,,,,,,パークハウス多摩川 南弐番館
35.7058943,139.7614076,,東京都,,本郷,3丁目,28,4,パークハウス本郷三丁目アーバンス
35.7032867,139.5443735,,東京都,,,,,,パークハウス武蔵野
35.633618,139.7327955,,東京都,,,,,,パークハウス高輪プラテア
35.6159853,139.7167644,142-0051,東京都,,,,,,パークハビオ戸越
35.6690939,139.8187107,136-0076,東京都,江東区,東陽,2丁目,4,42,パークハビオ東陽町
35.7361261,139.7498874,,東京都,,,,,,パークヒルズ
35.72656,139.6026852,,東京都,,,,,,パークヒルズ
35.7035984,139.7672014,,東京都,,,,2,10,パークヒルズ湯島
35.6776068,139.8066673,,東京都,,,,,,パークビュー
35.7888012,139.7800456,1230841,東京都,足立区西新井,,３丁目,17,1,パークプレミアムメイツ西新井サクラテラス
35.5928689,139.7001438,,東京都,,,,,,パークホームズ上池台 ヒルトップレジデンス
35.7302574,139.6393277,,東京都,,,,,,パークホームズ中村橋セントラルプレイス
35.6664196,139.7257221,,東京都,,,,,,パークホームズ六本木乃木坂
35.6815287,139.6876227,,東京都,渋谷区,,初台一丁目,48,1,パークホームズ初台ザレジデンス
35.6950028,139.7696117,,東京都,,,,,,パークホームズ千代田淡路町
35.6105056,139.71164,142-0053,東京都,品川区,,中延二丁目,,,パークホームズ品川中延
35.6181715,139.720541,,東京都,,,,,,パークホームズ大崎サウスレジデンス
35.7384948,139.7318339,,東京都,,,,,,パークホームズ巣鴨セントラルアヴェニュー
35.7334074,139.7507653,113-0021,東京都,文京区,本駒込,5丁目,70,2,パークホームズ文京本駒込
35.7239262,139.7535173,,東京都,,,,,,パークホームズ文京白山
35.7120236,139.7563583,,東京都,,,,,,パークホームズ本郷ザレジデンス
35.678577,139.6569007,168-0063,東京都,杉並区,和泉,4丁目,1−22,,パークホームズ杉並和泉ザ・レジデンス
35.6548,139.7619055,,東京都,港区,海岸,1丁目,13,20,パークホームズ浜松町
35.7356604,139.6447804,,東京都,,,,,,パークホームズ練馬マスターズコート
35.7302885,139.6397705,,東京都,,,,,,パークホームズ練馬中村南
35.7396434,139.6304574,,東京都,,,,,,パークホームズ練馬富士見台
35.6634968,139.6099659,1570063,東京都,世田谷,粕谷,2丁目,5,19,パークホームズ蘆花恒春園オーチャードコート
35.6628994,139.6097055,1570063,東京都,世田谷,粕谷,2丁目,4,7,パークホームズ蘆花恒春園フォレストコート
35.6695875,139.8560948,,東京都,,,,,,パークホームズ西葛西ブライトフォート
35.6513998,139.7970258,,東京都,江東区,豊洲,5丁目,6,29,パークホームズ豊洲ザレジデンス
35.6586639,139.3785642,191-0062,東京都,日野市,多摩平,1丁目,13,4,パークホームズ豊田ザ・ヒルトップ
35.782331,139.7240963,,東京都,,,,,,パークホームズ赤羽
35.6924194,139.813581,135-0001,東京都,江東区,,毛利一丁目,20,,パークホームズ錦糸町 猿江恩賜公園
35.7288896,139.6396718,,東京都,,,,,,パークホームズ鷺ノ宮
35.6525664,139.7386336,108-0073,東京都,港区,三田,1丁目,11,38,パークマンション三田日向坂
35.6971631,139.5826176,,東京都,,,,,,パークランハウス
35.6646133,139.7504587,,東京都,港区,西新橋,3丁目,14,8,パークリュクス虎ノ門
35.6660514,139.7272853,,東京都,,,,,,パーク・ノヴァ乃木坂
35.6255953,139.5734466,,東京都,,,,,,パーク・ハイム狛江 1号棟
35.6251322,139.5733047,,東京都,,,,,,パーク・ハイム狛江 2号棟
35.7034394,139.6198919,,東京都,,,,,,パーク・ハイム荻窪5丁目
35.6932077,139.5698131,,東京都,,,,8,21,パーク井の頭
35.7704294,139.6403821,,東京都,,,,,,パーク小峰
35.7892901,139.2724856,198-0042,東京都,青梅市,東青梅,1丁目,7,1,パーセル東青梅
35.5903691,139.719117,,東京都,,,,,,パーソナルハイツ 山王
35.755956,139.7407318,,東京都,,,,,,パーソナルハイツ王子
35.6766833,139.7964045,,東京都,,,,,,パーソナルハイツ門前仲町
35.7463304,139.7415623,,東京都,,,,,,パーソナルハイツ飛鳥山
35.7016328,139.6344477,,東京都,,,,,,パーソンズ
35.6813893,139.3934792,191-0001,東京都,日野市,,栄町一丁目,33,2,パーチェ
35.548055,139.7508337,144-0043,東京都,大田区,,羽田五丁目,26,3,パーチェ羽田
35.5760565,139.4101276,,東京都,,,,,,パープルパレス
35.7008049,139.6189744,,東京都,,,,,,パームコート荻窪
35.7045623,139.6979194,,東京都,,,,,,パームス西戸山
35.7017029,139.6204643,,東京都,,,,,,パームハイツ荻窪
35.6882546,139.5975681,,東京都,,,,,,パームヒル久我山
35.7663691,139.7275356,,東京都,,,,,,パームマンションクロイワ
35.7296871,139.7162451,,東京都,,,,,,パールシティビル
35.7794515,139.3054981,198-0024,東京都,青梅市,新町,3丁目,12,6,パールハイ
35.7145726,139.68377,,東京都,,,,,,パールハイツ
35.7302143,139.7669128,,東京都,,,,,,パールハイツ
35.6852893,139.5975828,,東京都,,,,,,パールハイツ
35.6800755,139.6148976,,東京都,,,,,,パールハイツ
35.6890219,139.6068907,,東京都,,,,,,パールハイツ
35.7014095,139.633797,,東京都,,,,,,パールハイツ
35.7037594,139.6780061,,東京都,,,,,,パールハイツ
35.7695218,139.516123,,東京都,,,,2,15,パールハイツ
35.8025648,139.2854016,198-0011,東京都,青梅市,塩船,,70,2,パールハイツⅠ
35.8024559,139.2853185,198-0011,東京都,青梅市,塩船,,70,1,パールハイツⅡ
35.7099363,139.6212376,,東京都,,,,,,パールハイツ天沼
35.7084245,139.6512652,,東京都,,,,,,パールハイツ小嶋
35.6288201,139.3898846,,東京都,,,,,,パールハイム
35.7262006,139.4802466,,東京都,,,,,,パールハイム
35.6485063,139.7364538,,東京都,,,,,,パールハイム青木
35.7273008,139.3699059,190-0034,東京都,立川市,,西砂町一丁目,45,2,パールハウス
35.7213298,139.5410736,,東京都,,,,,,パールブラウN
35.7212037,139.5410946,,東京都,,,,,,パールブラウS
35.7311255,139.4759743,,東京都,,,,,,パールマンション
35.7784888,139.3015523,205-0001,東京都,羽村市,小作台,1丁目,6,9,パールマンション
35.7229267,139.7967899,,東京都,,,,,,パールマンション
35.6898528,139.804351,,東京都,,,,,,パールレジデンス
35.5994677,139.7043376,,東京都,,,,,,パール馬込
35.716306,139.7482567,,東京都,,白山,2丁目,6,2,ヒア白山
35.7138443,139.6181939,,東京都,,,,,,ヒカリコーポ
35.7058952,139.7592969,,東京都,,,,,,ヒサエール本郷
35.7026758,139.6665152,164-0011,東京都,中野区,中央,4丁目,59,12,ヒストリア・ケー
35.6260764,139.3281172,,東京都,,,,,,ヒメサリー
35.617672,139.367588,,東京都,,,,,,ヒューマンスクエア南大沢
35.7045253,139.7611396,,東京都,,本郷,2丁目,14,,ヒューリックレジデンス御茶ノ水
35.6744492,139.4718548,,東京都,府中市,日鋼町,1丁目,,,ヒューリック府中タワー低層棟
35.6746626,139.4715087,,東京都,府中市,日鋼町,1丁目,,1番地,ヒューリック府中タワー高層棟
35.5885758,139.7069446,,東京都,,,,,,ヒラルス西馬込
35.6629538,139.6624804,,東京都,,,,,,ヒルクレスト
35.7763316,139.8343558,,東京都,,,,,,ヒルクレスト谷中
33.11359,139.7645021,,東京都,,,,,,ヒルサイドガーデン　夕陽ヶ丘
35.5963372,139.7074092,,東京都,,,,,,ヒルサイドスクエア
35.6476936,139.7010498,,東京都,,,,,,ヒルサイドテラス
35.6475202,139.7011825,,東京都,,,,,,ヒルサイドテラス
